courseId,title,platform,url,word,count
"kh1","Intro to computer science - Python","Khan Academy","https://www.khanacademy.org/computing/intro-to-python-fundamentals","python","3"
"kh2","Getting Started with Python","Khan Academy","https://www.khanacademy.org/computing/in-class-11-computer-science/xab724c3e878917b8%3Agetting-started-with-python","python","3"
"ed14","Learn Python","edX","https://www.edx.org/learn/python","python","3"
"cl21","Python for Everybody","Class Central","https://www.classcentral.com/course/python-18625","python","3"
"cl22","AI Programming with Python","Class Central","https://www.classcentral.com/course/udacity-ai-programming-python-nanodegree--nd089-18220","python","3"
"cl23","Machine Learning using Python","Class Central","https://www.classcentral.com/course/simplilearn-machine-learning-using-python-527801","python","3"
"cl24","Python for Data Science Bootcamp","Class Central","https://www.classcentral.com/course/noble-desktop-python-for-data-science-bootcamp-378324?go=1","python","3"
"cl25","Build a Static Site Generator in Python","Class Central","https://www.classcentral.com/course/boot-dev-build-a-static-site-generator-in-python-379584","python","3"
"cl26","Python Data Fundamentals","Class Central","https://www.classcentral.com/course/datacamp-python-data-fundamentals-426115","python","3"
"cl33","Machine Learning Fundamentals in Python","Class Central","https://www.classcentral.com/course/datacamp-machine-learning-fundamentals-in-python-426112","python","1"
"cl35","Master Python, SQL, and machine learning fundamentals to build data science skills, create automated solutions, develop interactive dashboards, and implement predictive models for real-world applications.","Class Central","https://www.classcentral.com/course/noble-desktop-data-science-ai-certificate-378582?go=1","python","1"
"cl39","Applied Data Science with Python","Class Central","https://www.classcentral.com/course/simplilearn-applied-data-science-with-python-527806","python","1"
"cl41","Learn data science in Python, from data manipulation to machine learning. This track provides the skills needed to succeed as a data scientist!","Class Central","https://www.classcentral.com/course/datacamp-associate-data-scientist-in-python-426128","python","1"
"cl43","Introduction to Data Science in Python","Class Central","https://www.classcentral.com/course/python-data-analysis-6671","python","1"
"sa51","CS105: Introduction to Python","Saylor Academy","https://learn.saylor.org/course/view.php?id=439","python","3"
"sa52","CS250: Python for Data Science","Saylor Academy","https://learn.saylor.org/course/view.php?id=504","python","3"
"kh1","Intro to computer science - Python","Khan Academy","https://www.khanacademy.org/computing/intro-to-python-fundamentals","python","3"
"kh6","Machine learning algorithms","Khan Academy","https://www.khanacademy.org/computing/ap-computer-science-principles/data-analysis-101/x2d2f703b37b450a3%3Amachine-learning-and-bias/a/machine-learning-algorithms","machin learning","6"
"kh7","Bias in machine learning","Khan Academy","https://www.khanacademy.org/computing/ap-computer-science-principles/data-analysis-101/x2d2f703b37b450a3%3Amachine-learning-and-bias/e/machine-learning-and-bias","machin learning","6"
"cl23","Machine Learning using Python","Class Central","https://www.classcentral.com/course/simplilearn-machine-learning-using-python-527801","machin learning","2"
"cl33","Machine Learning Fundamentals in Python","Class Central","https://www.classcentral.com/course/datacamp-machine-learning-fundamentals-in-python-426112","machin learning","6"
"cl34","Preparing for Google Cloud Certification: Machine Learning Engineer","Class Central","https://www.classcentral.com/course/preparing-for-google-cloud-machine-learning-engin-40879","machin learning","6"
"cl35","Master Python, SQL, and machine learning fundamentals to build data science skills, create automated solutions, develop interactive dashboards, and implement predictive models for real-world applications.","Class Central","https://www.classcentral.com/course/noble-desktop-data-science-ai-certificate-378582?go=1","machin learning","6"
"cl36","Machine Learning Foundations: A Case Study Approach","Class Central","https://www.classcentral.com/course/ml-foundations-4352","machin learning","6"
"cl37","Predictive Modeling and Machine Learning with MATLAB","Class Central","https://www.classcentral.com/course/predictive-modeling-machine-learning-17129","machin learning","6"
"cl38","Machine Learning for Musicians and Artists","Class Central","https://www.classcentral.com/course/kadenze-machine-learning-for-musicians-and-artists-3768","machin learning","6"
"cl41","Learn data science in Python, from data manipulation to machine learning. This track provides the skills needed to succeed as a data scientist!","Class Central","https://www.classcentral.com/course/datacamp-associate-data-scientist-in-python-426128","machin learning","2"
"sa55","CS207: Fundamentals of Machine Learning","Saylor Academy","https://learn.saylor.org/course/view.php?id=1267","machin learning","6"
"sa56","CS207: Fundamentals of Machine Learning (DEMO)","Saylor Academy","https://learn.saylor.org/course/view.php?id=1347","machin learning","6"
"kh6","Machine learning algorithms","Khan Academy","https://www.khanacademy.org/computing/ap-computer-science-principles/data-analysis-101/x2d2f703b37b450a3%3Amachine-learning-and-bias/a/machine-learning-algorithms","machin learning","6"
"kh1","Intro to computer science - Python","Khan Academy","https://www.khanacademy.org/computing/intro-to-python-fundamentals","pyth","3"
"kh2","Getting Started with Python","Khan Academy","https://www.khanacademy.org/computing/in-class-11-computer-science/xab724c3e878917b8%3Agetting-started-with-python","pyth","3"
"ed14","Learn Python","edX","https://www.edx.org/learn/python","pyth","3"
"cl21","Python for Everybody","Class Central","https://www.classcentral.com/course/python-18625","pyth","3"
"cl22","AI Programming with Python","Class Central","https://www.classcentral.com/course/udacity-ai-programming-python-nanodegree--nd089-18220","pyth","3"
"cl23","Machine Learning using Python","Class Central","https://www.classcentral.com/course/simplilearn-machine-learning-using-python-527801","pyth","3"
"cl24","Python for Data Science Bootcamp","Class Central","https://www.classcentral.com/course/noble-desktop-python-for-data-science-bootcamp-378324?go=1","pyth","3"
"cl25","Build a Static Site Generator in Python","Class Central","https://www.classcentral.com/course/boot-dev-build-a-static-site-generator-in-python-379584","pyth","3"
"cl26","Python Data Fundamentals","Class Central","https://www.classcentral.com/course/datacamp-python-data-fundamentals-426115","pyth","3"
"cl33","Machine Learning Fundamentals in Python","Class Central","https://www.classcentral.com/course/datacamp-machine-learning-fundamentals-in-python-426112","pyth","1"
"cl35","Master Python, SQL, and machine learning fundamentals to build data science skills, create automated solutions, develop interactive dashboards, and implement predictive models for real-world applications.","Class Central","https://www.classcentral.com/course/noble-desktop-data-science-ai-certificate-378582?go=1","pyth","1"
"cl39","Applied Data Science with Python","Class Central","https://www.classcentral.com/course/simplilearn-applied-data-science-with-python-527806","pyth","1"
"cl41","Learn data science in Python, from data manipulation to machine learning. This track provides the skills needed to succeed as a data scientist!","Class Central","https://www.classcentral.com/course/datacamp-associate-data-scientist-in-python-426128","pyth","1"
"cl43","Introduction to Data Science in Python","Class Central","https://www.classcentral.com/course/python-data-analysis-6671","pyth","1"
"sa51","CS105: Introduction to Python","Saylor Academy","https://learn.saylor.org/course/view.php?id=439","pyth","3"
"sa52","CS250: Python for Data Science","Saylor Academy","https://learn.saylor.org/course/view.php?id=504","pyth","3"
"kh1","Intro to computer science - Python","Khan Academy","https://www.khanacademy.org/computing/intro-to-python-fundamentals","pyth","3"
"kh1","Intro to computer science - Python","Khan Academy","https://www.khanacademy.org/computing/intro-to-python-fundamentals","python","3"
"kh2","Getting Started with Python","Khan Academy","https://www.khanacademy.org/computing/in-class-11-computer-science/xab724c3e878917b8%3Agetting-started-with-python","python","3"
"ed14","Learn Python","edX","https://www.edx.org/learn/python","python","3"
"cl21","Python for Everybody","Class Central","https://www.classcentral.com/course/python-18625","python","3"
